Year,Fuel,Flow_type,Primary_group,Subgroup,Category,Unit,Energy,Energy_numeric,Energy_TWh
2023,Animal biomass,Blast furnaces,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Animal biomass,Patent fuel manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Animal biomass,Other,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Animal biomass,Electricity generation,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Animal biomass,Oil and gas extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Animal biomass,Petroleum refineries,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Animal biomass,Coal extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Animal biomass,Coke manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Animal biomass,Blast furnaces,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Animal biomass,Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Animal biomass,Pumped storage,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Animal biomass,Other,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Animal biomass,Losses,Demand,,,ktoe,0.0,0.0,0.0
2023,Animal biomass,Unclassified,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Animal biomass,Iron and steel,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Animal biomass,Non-ferrous metals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Animal biomass,Mineral products,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Animal biomass,Chemicals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Animal biomass,"Mechanical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Animal biomass,"Electrical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Animal biomass,Vehicles,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Animal biomass,"Food, beverages, etc",Demand,Final consumption,Industry,ktoe,1.56,1.56,0.0181428
2023,Animal biomass,"Textiles, leather, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Animal biomass,"Paper, printing, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Animal biomass,Other industries,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Animal biomass,Construction,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Animal biomass,Air,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Animal biomass,Rail,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Animal biomass,Road,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Animal biomass,National navigation,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Animal biomass,Pipelines,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Animal biomass,Domestic,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Animal biomass,Public administration,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Animal biomass,Commercial,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Animal biomass,Agriculture,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Animal biomass,Miscellaneous,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Animal biomass,Non energy use,Demand,Final consumption,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Production,Supply,,,ktoe,1228.77,1228.77,14.290595099999999
2023,Heat pumps,Other sources,Supply,,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Imports,Supply,,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Exports,Supply,,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Marine bunkers,Supply,,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Stock change,Supply,,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Transfers,Supply,,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Statistical difference,Statistical difference,,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Major power producers,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Autogenerators,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Heat generation,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Petroleum refineries,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Coke manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Blast furnaces,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Patent fuel manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Other,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Electricity generation,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Oil and gas extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Petroleum refineries,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Coal extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Coke manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Blast furnaces,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Pumped storage,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Other,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Losses,Demand,,,ktoe,0.0,0.0,0.0
2023,Heat pumps,Unclassified,Demand,Final consumption,Industry,ktoe,3.45,3.45,0.0401235
2023,Heat pumps,Iron and steel,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Heat pumps,Non-ferrous metals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Heat pumps,Mineral products,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Heat pumps,Chemicals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Heat pumps,"Mechanical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Heat pumps,"Electrical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Heat pumps,Vehicles,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Heat pumps,"Food, beverages, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Heat pumps,"Textiles, leather, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Heat pumps,"Paper, printing, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Heat pumps,Other industries,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Heat pumps,Construction,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Heat pumps,Air,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Heat pumps,Rail,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Heat pumps,Road,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Heat pumps,National navigation,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Heat pumps,Pipelines,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Heat pumps,Domestic,Demand,Final consumption,Other final users,ktoe,243.23,243.23,2.8287649
2023,Heat pumps,Public administration,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Heat pumps,Commercial,Demand,Final consumption,Other final users,ktoe,982.09,982.09,11.4217067
2023,Heat pumps,Agriculture,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Heat pumps,Miscellaneous,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Heat pumps,Non energy use,Demand,Final consumption,,ktoe,0.0,0.0,0.0
2023,Hydro,Production,Supply,,,ktoe,476.14,476.14,5.5375081999999995
2023,Hydro,Other sources,Supply,,,ktoe,0.0,0.0,0.0
2023,Hydro,Imports,Supply,,,ktoe,0.0,0.0,0.0
2023,Hydro,Exports,Supply,,,ktoe,0.0,0.0,0.0
2023,Hydro,Marine bunkers,Supply,,,ktoe,0.0,0.0,0.0
2023,Hydro,Stock change,Supply,,,ktoe,0.0,0.0,0.0
2023,Hydro,Transfers,Supply,,,ktoe,0.0,0.0,0.0
2023,Hydro,Statistical difference,Statistical difference,,,ktoe,0.0,0.0,0.0
2023,Hydro,Major power producers,Demand,Transformation,,ktoe,327.8,327.8,3.812314
2023,Hydro,Autogenerators,Demand,Transformation,,ktoe,148.34,148.34,1.7251942
2023,Hydro,Heat generation,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Hydro,Petroleum refineries,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Hydro,Coke manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Hydro,Blast furnaces,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Hydro,Patent fuel manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Hydro,Other,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Hydro,Electricity generation,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Hydro,Oil and gas extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Hydro,Petroleum refineries,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Hydro,Coal extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Hydro,Coke manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Hydro,Blast furnaces,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Hydro,Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Hydro,Pumped storage,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Hydro,Other,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Hydro,Losses,Demand,,,ktoe,0.0,0.0,0.0
2023,Hydro,Unclassified,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Hydro,Iron and steel,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Hydro,Non-ferrous metals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Hydro,Mineral products,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Hydro,Chemicals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Hydro,"Mechanical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Hydro,"Electrical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Hydro,Vehicles,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Hydro,"Food, beverages, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Hydro,"Textiles, leather, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Hydro,"Paper, printing, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Hydro,Other industries,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Hydro,Construction,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Hydro,Air,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Hydro,Rail,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Hydro,Road,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Hydro,National navigation,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Hydro,Pipelines,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Hydro,Domestic,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Hydro,Public administration,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Hydro,Commercial,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Hydro,Agriculture,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Hydro,Miscellaneous,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Hydro,Non energy use,Demand,Final consumption,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Production,Supply,,,ktoe,763.61,763.61,8.8807843
2023,Landfill gas,Other sources,Supply,,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Imports,Supply,,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Exports,Supply,,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Marine bunkers,Supply,,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Stock change,Supply,,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Transfers,Supply,,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Statistical difference,Statistical difference,,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Major power producers,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Autogenerators,Demand,Transformation,,ktoe,715.1,715.1,8.316613
2023,Landfill gas,Heat generation,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Petroleum refineries,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Coke manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Blast furnaces,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Patent fuel manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Other,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Electricity generation,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Oil and gas extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Petroleum refineries,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Coal extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Coke manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Blast furnaces,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Pumped storage,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Other,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Losses,Demand,,,ktoe,0.0,0.0,0.0
2023,Landfill gas,Unclassified,Demand,Final consumption,Industry,ktoe,13.58,13.58,0.1579354
2023,Landfill gas,Iron and steel,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Landfill gas,Non-ferrous metals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Landfill gas,Mineral products,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Landfill gas,Chemicals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Landfill gas,"Mechanical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Landfill gas,"Electrical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Landfill gas,Vehicles,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Landfill gas,"Food, beverages, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Landfill gas,"Textiles, leather, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Landfill gas,"Paper, printing, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Landfill gas,Other industries,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Landfill gas,Construction,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Landfill gas,Air,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Landfill gas,Rail,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Landfill gas,Road,Demand,Final consumption,Transport,ktoe,34.93,34.93,0.4062359
2023,Landfill gas,National navigation,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Landfill gas,Pipelines,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Landfill gas,Domestic,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Landfill gas,Public administration,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Landfill gas,Commercial,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Landfill gas,Agriculture,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Landfill gas,Miscellaneous,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Landfill gas,Non energy use,Demand,Final consumption,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Production,Supply,,,ktoe,823.28,823.28,9.574746399999999
2023,Liquid biofuels,Other sources,Supply,,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Imports,Supply,,,ktoe,2317.99,2317.99,26.958223699999998
2023,Liquid biofuels,Exports,Supply,,,ktoe,-494.73,-494.73,-5.7537099000000005
2023,Liquid biofuels,Marine bunkers,Supply,,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Stock change,Supply,,,ktoe,-10.96,-10.96,-0.12746480000000002
2023,Liquid biofuels,Transfers,Supply,,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Statistical difference,Statistical difference,,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Major power producers,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Autogenerators,Demand,Transformation,,ktoe,26.23,26.23,0.3050549
2023,Liquid biofuels,Heat generation,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Petroleum refineries,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Coke manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Blast furnaces,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Patent fuel manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Other,Demand,Transformation,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Electricity generation,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Oil and gas extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Petroleum refineries,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Coal extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Coke manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Blast furnaces,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Pumped storage,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Other,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Losses,Demand,,,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Unclassified,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Iron and steel,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Non-ferrous metals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Mineral products,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Chemicals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,"Mechanical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,"Electrical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Vehicles,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,"Food, beverages, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,"Textiles, leather, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,"Paper, printing, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Other industries,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Construction,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Air,Demand,Final consumption,Transport,ktoe,121.76,121.76,1.4160688000000001
2023,Liquid biofuels,Rail,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Road,Demand,Final consumption,Transport,ktoe,2452.19,2452.19,28.5189697
2023,Liquid biofuels,National navigation,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Pipelines,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Domestic,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Public administration,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Commercial,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Agriculture,Demand,Final consumption,Other final users,ktoe,35.4,35.4,0.41170199999999996
2023,Liquid biofuels,Miscellaneous,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2023,Liquid biofuels,Non energy use,Demand,Final consumption,,ktoe,0.0,0.0,0.0
